paper_type,revenue,returned_at,review,shipping_address,shipping_latitude,shipping_longitude,shipping_mode,order_id,purchased_at,status,cancelled_at,product_id,product_name,price,discount,shipping_cost,quantity,business_size,payment_cycle,account_id,account_name,order_contact_name,order_contact_email,account_manager,days_to_close,shipping_city,shipping_state,shipping_zip,shipping_region,days_to_ship,reviewed_at,rating,index,Sentimental Analysis
Printer,1329,,Love them! Took one star off because their express shipping is EXPENSIVE,95042 Green Way,40.397262,-81.405289,EXPRESS,f4861677-4b5a-455d-b3fe-bdc0692b27b9,11-10-2021 21:19,COMPLETED,,191259,"JAM Paper Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",13.29,,100,100,173,MONTH,60906229fc13ae0a6b0003a5,"Hills, Towne and Hahn",Astrid Kangaroo,astrid@hills.com,Michael Scott,113,Lake Uriel,CO,44682,West,5,09-11-2021 12:55,4,12,Positive
Kraft Roll,2136,,My salesperson called me once every 10 minutes until we bought something,805 Mallard Trail,39.385322,-119.69207,REGULAR,148e3d4e-9e7e-4904-a557-097f87639958,29-12-2021 18:39,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,4.63,,60,217,BIWEEK,60906229fc13ae0a6b0003d7,"Emmerich, Pouros and Parker",Charlise Bear,charlise@emmerich.com,Dwight Schrute,28,South Murlchester,NY,89522,Northeast,3,16-01-2022 03:46,1,3,Negative
Printer,1055.2,,My salesperson called me once every 10 minutes until we bought something,636 Kenwood Center,42.811821,-103.330405,EXPRESS,4db283cd-01cc-4b32-b5d1-51ccaaa0397e,09-06-2021 05:19,COMPLETED,,20270,"Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",13.19,,100,80,982,ANNUAL,60906229fc13ae0a6b0001e0,Pacocha-Lubowitz,Baabara Sheep,baabara@pacocha-lubowitz.com,Dwight Schrute,31,Port Myrlberg,MI,69370,Midwest,2,01-07-2021 10:51,1,7,Negative
Multipurpose,368014.4,,My salesperson called me once every 10 minutes until we bought something,17669 Dennis Road,33.225592,-79.642781,REGULAR,76d93943-f06e-4744-b14f-6c990d1868f9,28-05-2021 02:23,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,160,4566,ANNUAL,60906229fc13ae0a6b000387,Weber-Terry,Pippy Rabbit,pippy@weber-terry.com,Dwight Schrute,115,West Isaiasstad,LA,29454,South,5,20-06-2021 05:59,1,15,Negative
Multipurpose,3959.4,,Never had a problem with Dunder Mifflin,1 Buell Court,47.509953,-116.718368,REGULAR,0a0ccedd-988b-48fe-8ac4-c8ecf10c3428,27-06-2021 03:18,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,5.28,,60,439,WEEK,60906229fc13ae0a6b000331,Bartell-Ernser,Peck Bird,peck@bartell-ernser.com,Pam Beesly,135,Port Budbury,NY,83833,Northeast,3,16-07-2021 00:40,5,5,Positive
Kraft Roll,7120,,Never had a problem with Dunder Mifflin,16 Di Loreto Court,46.442291,-120.226815,REGULAR,1404749c-c514-4adb-bbbc-4036d58ea315,23-07-2021 04:20,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,1.07,,200,797,BIWEEK,60906229fc13ae0a6b000268,"Nicolas, Lang and Huels",Rosie Cat,rosie@nicolas.com,Andy Bernard,108,South Cordeliaview,VT,98960,Northeast,1,15-08-2021 17:46,5,6,Positive
Kraft Roll,6408,,Never had a problem with Dunder Mifflin,354 Killdeer Court,40.75901,-73.457384,REGULAR,15b03f43-0b6a-437e-b958-26a19942e225,13-06-2021 04:49,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,3.56,,180,740,BIWEEK,60906229fc13ae0a6b000389,Kihn-Heathcote,Ed Horse,ed@kihn-heathcote.com,Erin Hannon,107,South Kaileechester,MT,11862,West,10,09-07-2021 00:30,5,3,Positive
Kraft Roll,7120,,Never had a problem with Dunder Mifflin,93628 Pawling Park,41.513316,-83.822816,REGULAR,24be2f7b-23d6-45b3-b03f-822a17487e4f,29-05-2021 18:09,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,0.71,,200,616,BIWEEK,60906229fc13ae0a6b0001cf,"Cassin, Larson and Metz",Alli Alligator,alli@cassin.com,Michael Scott,0,South Loraineburgh,LA,43603,South,6,13-06-2021 01:50,5,10,Positive
Multipurpose,9809.1,,Never had a problem with Dunder Mifflin,560 Ludington Park,34.523382,-81.114513,EXPRESS,2aec05dd-f82a-4a4a-908f-b5d11812226c,22-05-2021 04:43,COMPLETED,,NMP1124,"Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",108.99,,100,90,145,MONTH,60906229fc13ae0a6b000291,"Jenkins, Bartell and Altenwerth",Tammy Cub,tammy@jenkins.com,Angela Martin,104,Samaraport,AL,29014,South,5,06-06-2021 08:48,5,12,Positive
Multipurpose,207008.1,,Never had a problem with Dunder Mifflin,9022 Magdeline Pass,35.64509,-85.741252,EXPRESS,2de87c7c-a301-4fc9-afe1-5cb7bfc88340,22-04-2021 18:31,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,100,90,4190,ANNUAL,60906229fc13ae0a6b000354,"Von, Hills and Lesch",Ike Bear,ike@von.com,Kelly Kapoor,87,East Tatyanastad,MT,37112,West,5,21-05-2021 13:14,5,10,Positive
Multipurpose,378630,,Never had a problem with Dunder Mifflin,75062 Hooker Center,39.446936,-89.615992,REGULAR,44eec938-dfac-4472-8c34-346c52a31124,08-10-2021 19:46,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,,210,315,MONTH,60906229fc13ae0a6b000139,Brakus-Abernathy,Octavian Octopus,octavian@brakus-abernathy.com,Oscar Martinez,146,Lake Tateside,WV,62533,South,7,03-11-2021 12:49,5,15,Positive
Kraft Roll,10198.3,,Never had a problem with Dunder Mifflin,84 Meadow Valley Lane,43.240989,-90.59513,REGULAR,61182ad6-b254-4922-bb7c-43c8520f5f08,20-03-2021 09:47,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,4.2,,170,441,BIWEEK,60906229fc13ae0a6b0002bf,"Labadie, Wolf and Mertz",Maple Cub,maple@labadie.com,Meredith Palmer,121,Esperanzaburgh,TX,53518,South,5,13-04-2021 10:01,5,9,Positive
Kraft Roll,8998.5,,Never had a problem with Dunder Mifflin,1480 Mallory Alley,38.368301,-107.957375,EXPRESS,62f3bfc7-5499-42b1-9f5f-0e4d51a8cb95,04-03-2021 07:19,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,2.4,100,150,700,BIWEEK,60906229fc13ae0a6b0002ee,Gaylord-Nader,Benedict Chicken,benedict@gaylord-nader.com,Ryan Howard,54,Davisborough,KS,81406,Midwest,2,29-03-2021 15:43,5,12,Positive
Kraft Roll,356,,Never had a problem with Dunder Mifflin,96327 Heffernan Court,36.109913,-109.935612,REGULAR,68c246c9-3931-4ed1-a90e-909324d04328,30-01-2021 17:48,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,2.49,,10,831,ANNUAL,60906229fc13ae0a6b00005f,"Champlin, Koelpin and Stracke",Scoot Duck,scoot@champlin.com,Michael Scott,39,New Jamelport,NV,86527,West,9,18-02-2021 23:20,5,9,Positive
Printer,1187.1,,Never had a problem with Dunder Mifflin,45766 Union Street,38.215954,-81.870097,REGULAR,6a1e1d9f-29c3-4724-8807-49c63109774c,15-01-2021 13:52,COMPLETED,,20270,"Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",13.19,,,90,397,BIWEEK,60906229fc13ae0a6b000213,Gulgowski PLC,Nate Bear,nate@gulgowski.com,Kelly Kapoor,43,Oswaldchester,UT,25568,West,10,28-01-2021 23:56,5,15,Positive
Cardstock,29221.3,,Never had a problem with Dunder Mifflin,84031 Saint Paul Way,36.288406,-109.255418,REGULAR,6f408171-fee7-4905-85bf-f97bd8738ef6,03-10-2021 05:07,COMPLETED,,3R11458,"Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",171.89,29.22,,170,3210,ANNUAL,60906229fc13ae0a6b0001b0,Stanton-Miller,Kabuki Cat,kabuki@stanton-miller.com,Pam Beesly,119,Hammesburgh,NJ,86584,Northeast,3,16-10-2021 20:14,5,4,Positive
Multipurpose,391015.3,,Never had a problem with Dunder Mifflin,35157 Reinke Alley,41.307372,-80.603473,REGULAR,9fe96cd2-6646-4e66-85ff-fbe66f04fca7,19-02-2021 02:48,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,170,3178,ANNUAL,60906229fc13ae0a6b0000ce,"Dach, Cormier and Harber",Static Squirrel,static@dach.com,Erin Hannon,2,Jarredshire,OH,44418,Midwest,5,13-03-2021 13:51,5,4,Positive
Multipurpose,16348.5,,Never had a problem with Dunder Mifflin,35132 Dayton Center,42.4281,-78.206654,REGULAR,af840a98-2e91-4508-a834-cfc08d9cff1f,27-07-2021 03:12,COMPLETED,,NMP1124,"Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",108.99,,,150,730,BIWEEK,60906229fc13ae0a6b000287,Boyle-Tillman,Deena Duck,deena@boyle-tillman.com,Angela Martin,1,South Bradmouth,NJ,14746,Northeast,3,16-08-2021 16:24,5,14,Positive
Multipurpose,1563.8,,Never had a problem with Dunder Mifflin,912 David Hill,41.649434,-87.633572,EXPRESS,c1901a31-51a3-4993-a60c-871dac371ad1,30-07-2021 09:36,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,100,20,937,ANNUAL,60906229fc13ae0a6b0003bc,Bergstrom-Crona,Elmer Horse,elmer@bergstrom-crona.com,Erin Hannon,42,Port Dave,MS,60877,South,3,13-08-2021 20:38,5,12,Positive
Kraft Roll,599.9,,Never had a problem with Dunder Mifflin,23 Warner Center,38.173556,-121.312247,REGULAR,cc01c78c-e23b-4eac-a5a4-b620fb7349dd,02-01-2021 16:00,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,12,,10,668,ANNUAL,60906229fc13ae0a6b00008e,Muller-Quigley,Hamlet Hamster,hamlet@muller-quigley.com,Andy Bernard,82,Schultzmouth,NY,95278,Northeast,2,24-01-2021 22:58,5,4,Positive
Kraft Roll,2136,,Never had a problem with Dunder Mifflin,026 Spohn Avenue,39.664065,-84.237773,EXPRESS,cd4c6c70-b802-4ed6-9c7d-cb277522ad89,29-01-2021 02:11,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,6.41,100,60,341,WEEK,60906229fc13ae0a6b000092,Aufderhar-Zemlak,Stitches Cub,stitches@aufderhar-zemlak.com,Andy Bernard,4,Hayleehaven,MN,45454,Midwest,2,28-02-2021 03:37,5,14,Positive
Multipurpose,19618.2,,Never had a problem with Dunder Mifflin,56308 Rieder Hill,35.428391,-97.640843,REGULAR,ec582cd4-1587-4bf2-9330-888977e8ad3b,02-04-2021 13:51,COMPLETED,,NMP1124,"Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",108.99,,,180,703,BIWEEK,60906229fc13ae0a6b00031e,"Robel, Rippin and Hand",Agnes Pig,agnes@robel.com,Meredith Palmer,11,Port Della,AL,73394,South,6,22-04-2021 13:36,5,3,Positive
Copy,230240,,Never had a problem with Dunder Mifflin,2881 Londonderry Crossing,48.815298,-95.360862,EXPRESS,efb1b3f1-b9e3-497c-b8e1-47cfe693f804,23-10-2021 22:25,COMPLETED,,324791-LQO,"Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",1439,,100,160,129,MONTH,60906229fc13ae0a6b00038d,"Doyle, Pfeffer and O'Keefe",Roald Penguin,roald@doyle.com,Stanley Hudson,124,Violahaven,MT,57000,West,5,03-11-2021 00:34,5,3,Positive
Multipurpose,10558.4,,Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.,0 Kedzie Lane,42.54933,-71.251725,REGULAR,024c9173-0dc6-4bd6-9533-4243acf709f1,25-02-2021 06:11,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,13.2,,160,943,WEEK,60906229fc13ae0a6b00028a,Mante-Ziemann,Maple Cub,maple@mante-ziemann.com,Oscar Martinez,41,New Elvie,HI,1821,West,10,16-03-2021 14:35,3,3,Positive
Multipurpose,207008.1,,Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.,89 Barby Park,44.269042,-72.38887,EXPRESS,0c3954b7-39fc-45dd-a74c-950102b8062b,16-07-2021 20:29,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,100,90,3634,ANNUAL,60906229fc13ae0a6b0000a1,Paucek Inc,Zucker Octopus,zucker@paucek.com,Pam Beesly,21,New Violet,NY,5668,Northeast,0,02-08-2021 03:56,3,2,Positive
Kraft Roll,2999.5,,Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.,36143 Luster Way,40.096483,-74.983217,EXPRESS,10b3a5e2-4c31-4464-964a-3435a0bb5c0a,19-07-2021 22:19,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,7.2,100,50,227,BIWEEK,60906229fc13ae0a6b00004a,Wisozk PLC,Queenie Ostrich,queenie@wisozk.com,Erin Hannon,57,South Tiana,CA,19277,West,7,03-08-2021 11:46,3,15,Positive
Printer,2242.3,,Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.,28 Brickson Park Drive,42.480214,-89.992629,REGULAR,1b83fbad-123a-43b4-aa79-194f8f38f2f4,11-01-2021 15:19,COMPLETED,,20270,"Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",13.19,,,170,474,BIWEEK,60906229fc13ae0a6b0003bd,"Murphy, Yundt and Schowalter",Mallary Duck,mallary@murphy.com,Kelly Kapoor,44,Lake Noeliatown,WY,61087,West,10,29-01-2021 17:43,3,1,Positive
Printer,1594.8,,Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.,55285 Burning Wood Place,34.011312,-118.469762,REGULAR,1d02aa80-19fb-4793-9e29-928c22ae81ef,24-08-2021 01:30,COMPLETED,,191259,"JAM Paper Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",13.29,,,120,295,BIWEEK,60906229fc13ae0a6b000065,"Reichel, Altenwerth and Lind",Tabby Cat,tabby@reichel.com,Phyllis Vance,87,Kuphalborough,UT,90424,West,8,06-09-2021 17:35,3,7,Positive
Copy,86340,,Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.,55561 Hoffman Way,34.006822,-96.378921,REGULAR,24757752-954e-401c-8608-55795323d147,02-02-2021 08:49,COMPLETED,,324791-LQO,"Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",1439,,,60,832,ANNUAL,60906229fc13ae0a6b000047,Heidenreich-Steuber,Bones Dog,bones@heidenreich-steuber.com,Meredith Palmer,143,Port Aron,AL,74705,South,6,25-02-2021 19:08,3,11,Positive
Multipurpose,11878.2,,Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.,78881 Rieder Street,42.470521,-73.630031,EXPRESS,3d03369e-e82c-450f-9301-292370975edd,21-03-2021 02:19,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,7.92,100,180,917,WEEK,60906229fc13ae0a6b00021c,Nader-Koelpin,T-Bone Bull,t-bone@nader-koelpin.com,Dwight Schrute,122,Dorotheaberg,MS,12133,South,3,02-04-2021 00:52,3,14,Positive
Kraft Roll,2399.6,,Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.,554 Old Gate Junction,37.860342,-81.81904,EXPRESS,439c9c9c-946c-4450-9a32-674e74ec6f6e,10-10-2021 21:45,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,4.8,100,40,613,ANNUAL,60906229fc13ae0a6b000345,Mosciski-Rice,O'Hare Rabbit,ohare@mosciski-rice.com,Dwight Schrute,51,Wilsonborough,AZ,25022,West,6,06-11-2021 03:16,3,6,Positive
Multipurpose,12510.4,,Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.,61 Cottonwood Crossing,39.460731,-83.844295,REGULAR,599a094c-2353-49b6-b08d-ebe143db7f00,23-03-2021 13:36,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,,160,771,BIWEEK,60906229fc13ae0a6b0000c2,"Stark, Steuber and Klein",Poncho Cub,poncho@stark.com,Kelly Kapoor,131,West Granttown,IN,45190,Midwest,3,06-04-2021 03:17,3,9,Positive
Multipurpose,22887.9,,Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.,64171 Westend Pass,33.901886,-117.916639,EXPRESS,9ea88643-2339-4b68-acd4-8ba09770e578,18-07-2021 02:35,COMPLETED,,NMP1124,"Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",108.99,,100,210,989,BIWEEK,60906229fc13ae0a6b000288,Treutel Ltd,Peanut Squirrel,peanut@treutel.com,Phyllis Vance,14,Romaguerashire,AL,92835,South,4,31-07-2021 03:19,3,10,Positive
Multipurpose,299011.7,,Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.,946 Amoth Circle,42.935584,-71.536871,EXPRESS,af1e8838-90c4-43ad-83c2-6f81a9c129eb,02-03-2021 12:05,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,100,130,1701,ANNUAL,60906229fc13ae0a6b00034d,Reilly and Sons,Boots Alligator,boots@reilly.com,Erin Hannon,41,Abernathyberg,RI,3176,Northeast,0,19-03-2021 14:29,3,8,Positive
Multipurpose,4619.3,,Not a bad option if you're still using paper. Our company is trying to move to digital in the next few years.,38 Northland Junction,36.288406,-109.255418,EXPRESS,c98aea31-190a-4f70-91c1-1c8de83f5844,18-01-2021 13:22,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,15.84,100,70,83,MONTH,60906229fc13ae0a6b0000e2,Runolfsdottir-Lindgren,Boone Gorilla,boone@runolfsdottir-lindgren.com,Oscar Martinez,75,Revaland,CA,86600,West,6,29-01-2021 11:12,3,2,Positive
Copy,287800,,"Not a visionary company, but they get the job done.",940 Westerfield Terrace,34.078573,-118.043456,EXPRESS,0241652f-70c4-49f2-9a61-d713e4416aa7,07-06-2021 09:00,COMPLETED,,324791-LQO,"Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",1439,,100,200,72,MONTH,60906229fc13ae0a6b000254,"Kihn, Gulgowski and Hammes",Rodney Hamster,rodney@kihn.com,Dwight Schrute,62,Grahamhaven,MT,91731,West,7,22-06-2021 14:31,3,7,Positive
Multipurpose,6599,,"Not a visionary company, but they get the job done.",0 Moose Place,38.584047,-121.375846,EXPRESS,05202b7f-b377-415c-b840-3ac6f1ac1bf5,10-10-2021 11:52,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,3.3,100,100,199,MONTH,60906229fc13ae0a6b00000f,"Stamm, Runte and Moore",Benedict Chicken,benedict@stamm.com,Kevin Malone,134,Osinskiburgh,FL,95889,South,4,24-10-2021 20:01,3,13,Positive
Multipurpose,7037.1,,"Not a visionary company, but they get the job done.",501 Vernon Crossing,39.395154,-101.061478,EXPRESS,091631d5-b1c3-4896-a1d5-67d931dbd202,13-03-2021 06:57,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,100,90,694,WEEK,60906229fc13ae0a6b000220,Macejkovic-Will,Bea Dog,bea@macejkovic-will.com,Michael Scott,20,North Joanyville,AL,67718,South,3,06-04-2021 06:28,3,3,Positive
Printer,1860.6,,"Not a visionary company, but they get the job done.",2 Farragut Crossing,39.446185,-99.090258,REGULAR,208def0e-872d-454f-a74e-b4d628b95d3c,19-09-2021 02:32,COMPLETED,,191259,"JAM Paper Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",13.29,,,140,249,MONTH,60906229fc13ae0a6b00015e,Willms Group,Peggy Pig,peggy@willms.com,Creed Patton,111,Windlerview,AZ,67675,West,9,02-10-2021 01:49,3,10,Positive
Copy,244630,,"Not a visionary company, but they get the job done.",23 Gale Plaza,41.866034,-73.342084,REGULAR,455a0765-bdf5-407d-aa9e-b8f7ef096408,09-04-2021 16:18,COMPLETED,,324791-LQO,"Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",1439,,,170,686,BIWEEK,60906229fc13ae0a6b000297,Deckow-Orn,Wolfgang Wolf,wolfgang@deckow-orn.com,Erin Hannon,55,Olsonburgh,NY,6796,Northeast,2,24-04-2021 04:04,3,6,Positive
Multipurpose,230009,,"Not a visionary company, but they get the job done.",83 Mccormick Avenue,37.982958,-84.489425,REGULAR,46aec9b9-ea47-415d-b68c-6df9646337b6,25-07-2021 09:19,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,100,2438,ANNUAL,60906229fc13ae0a6b000201,Hickle-McDermott,Leopold Lion,leopold@hickle-mcdermott.com,Meredith Palmer,87,Hilpertstad,SD,40549,Midwest,4,07-08-2021 05:43,3,9,Positive
Kraft Roll,2999.5,,"Not a visionary company, but they get the job done.",4218 Ryan Junction,,,REGULAR,46f33eaf-3d03-4f45-9746-27fc0bdb6648,19-07-2021 23:49,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,5.4,,50,397,WEEK,60906229fc13ae0a6b0000e6,Cummerata-Schowalter,Cookie Dog,cookie@cummerata-schowalter.com,Dwight Schrute,52,Ritchieberg,MI,83,Midwest,3,04-08-2021 21:11,3,3,Positive
Printer,527.6,,"Not a visionary company, but they get the job done.",06 Sachtjen Park,40.484657,-104.900983,REGULAR,52082117-5745-4cac-9016-71083e467cf2,24-03-2021 05:32,COMPLETED,,20270,"Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",13.19,,,40,829,ANNUAL,60906229fc13ae0a6b000187,Reynolds Inc,Blaire Squirrel,blaire@reynolds.com,Ryan Howard,96,Vallieland,SD,80587,Midwest,5,21-04-2021 08:54,3,14,Positive
Multipurpose,3909.5,,"Not a visionary company, but they get the job done.",143 Pierstorff Junction,47.45747,-116.930561,EXPRESS,5359082b-fee4-4792-967e-195cf50ebfe3,15-10-2021 19:46,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,100,50,580,ANNUAL,60906229fc13ae0a6b0001a1,Stehr Ltd,Chrissy Rabbit,chrissy@stehr.com,Pam Beesly,1,East Liana,MT,83990,West,5,07-11-2021 23:07,3,13,Positive
Multipurpose,306510,,"Not a visionary company, but they get the job done.",458 Weeping Birch Road,44.389993,-91.296378,EXPRESS,6951a0fd-2b96-4847-8cb6-c7b0e83105bd,04-01-2021 21:15,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,100,170,102,MONTH,60906229fc13ae0a6b0002bc,Spencer PLC,Boone Gorilla,boone@spencer.com,Dwight Schrute,93,Lake Teresa,VT,54786,Northeast,1,20-01-2021 05:53,3,13,Positive
Printer,527.6,,"Not a visionary company, but they get the job done.",20 Dwight Way,36.277559,-91.367518,EXPRESS,7e5c0498-dc83-47eb-8806-531551215b24,29-08-2021 04:40,COMPLETED,,20270,"Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",13.19,,100,40,287,WEEK,60906229fc13ae0a6b000290,Swift Ltd,Bonbon Rabbit,bonbon@swift.com,Ryan Howard,41,Feesthaven,MI,72487,Midwest,2,21-09-2021 18:20,3,8,Positive
